comment,author,date,score
"here after gamescom 2021, wow just wow this trailer is amazing",BattlefieldExpert,2021-08-26T21:46:41Z,0.0
I like how they portrayed what the actual psychotic soldiers known as players would do in this new installment.,SNKerdoodles,2021-08-26T20:13:39Z,0.0
Kickstarting the franchise again. I like it!!!!,osbaldo h,2021-08-26T18:45:43Z,0.0
2:58,nurdiin nn,2021-08-26T18:09:36Z,0.0
Guess I‘ll go to war lol,TOK150,2021-08-26T16:49:09Z,0.364
Time for my daily watch of this trailer to get even more hyped!,Deleted_User,2021-08-26T16:22:31Z,0.0
Gotta admit it does look pretty good,Collisto,2021-08-26T16:12:46Z,0.0
Pre order now,MOHMED__ MNS,2021-08-26T15:48:05Z,0.0
Is this world war 3 forecast??,Taufik Eko Wicaksono,2021-08-26T14:59:05Z,0.46
"This is going to be my first Battlefield game. I’ve been observing the franchise for a few years now, but never had the hardware or money to actually play it. But now I finally do. And I can’t wait.
Edit: Oh god. Oh god, how naive I was.",Max Ducks,2021-08-26T14:31:23Z,0.08
Dramat,zabi,2021-08-26T13:18:57Z,0.0
Bf comeback,Kit Fisto,2021-08-26T13:16:27Z,0.0
Felt proud for the gamer who first did the trickshot,LUIS MARC,2021-08-26T12:59:19Z,0.0
3:15 is the best part about this whole trailer,Tushar Rajvanshi,2021-08-26T12:38:55Z,0.0
I feel so sorry for Vanguard devs wasting their time just to release their game next to THIS,PazdernikPavel,2021-08-26T11:33:23Z,0.217
There is the trick shot of stun_gravy 3:10,Loading…,2021-08-26T11:32:28Z,0.146
first game I have ever spent 90$ and first preorder aint no way im not playing this,Joshua,2021-08-26T10:50:29Z,0.086
I've been saying for years we need a new _BF 2142_ and especially now.  And what happens..  I said it needs *TITAN MODE* though.  I really think it does.,☢ ᴅᴠᴅ ᴘʟᴀʏᴀ ☣,2021-08-26T09:34:33Z,0.0
Why walk when you can fly,danny htoo,2021-08-26T08:51:43Z,0.0
I came back again after spider man trailer released and get 300M views and don’t know why,haeysharm shine,2021-08-26T08:08:57Z,0.0
Came here to see stun_gravy trickshot became in the trailer,KritiSieZe,2021-08-26T08:07:53Z,0.0
Game of the Year 2021 ❤,GOAT Nr7,2021-08-26T07:57:54Z,0.0
OMFG !! what ?! OK i need that one too,Lck,2021-08-26T07:24:06Z,0.0
The jet jumping out with rocket is actually sum trick shot that had the most views,KitSuni Warface,2021-08-26T07:13:39Z,0.074
I fw this heavy,mereux,2021-08-26T06:21:57Z,0.0
Huh I will be 33 in 2042 “I wander what with happen”,HowdyTheCat :3,2021-08-26T06:12:04Z,0.0
"Songs with a 100 million views and around 500k likes
BF 2042 trailer with 19M views and already 1.1M likes.",Deadstood,2021-08-26T05:52:30Z,0.0
Now I have to find a way to convince my wife to get a PlayStation 5 just so I can play this game….,Jearhby Jean-Charles,2021-08-26T05:35:35Z,0.0
That hurricane looked so real it triggered my phobia,Lørd Particle,2021-08-26T05:28:03Z,0.245
"3:09 here it is, the iconic Rendezook",Komi's Sonata,2021-08-26T04:28:27Z,0.0
"57 days left 
We're still waiting",Pancake starship,2021-08-26T03:12:52Z,0.0
"Nobody:

Random guy on rooftop: see! I told you it was a good idea to bring my ATV up here.",Charles Winston,2021-08-26T03:07:31Z,0.0
Stun Gravy would be proud,Red Fordo,2021-08-26T02:16:09Z,0.0
4:36,Imagine,2021-08-26T02:05:29Z,0.0
oh no not the robo dog with the auto cannon,Box gaming,2021-08-26T01:02:43Z,0.196
sooo hypeeddddd pbvrooo! !!!!!!!,FLYRZ,2021-08-26T00:46:21Z,0.0
12 October 2021,watcharapon srikong,2021-08-26T00:13:08Z,0.0
This couldve been a movie ngl,Ghanaman.,2021-08-25T23:47:54Z,0.0
What’s better vanguard or bf 2042 I’m trying to decide though I’m leaning towards this because of the positive feedback,ZiMar11,2021-08-25T23:37:42Z,0.0
The people who disliked are people who don't know who Stun_gravy is,MadlyPlayzz23,2021-08-25T23:14:59Z,0.197
The way he gripped the dog tags🙌,Corsa Lite 1.4,2021-08-25T23:06:18Z,0.0
my favorite is when they honor stunt gravy for that legendary trickshot,Shadow-$kull_Lynx,2021-08-25T22:29:33Z,0.0
Why are there always wingsuits in the future,Nate Niezgoda,2021-08-25T22:08:00Z,0.0
O m g,Larry Daividson,2021-08-25T21:46:35Z,0.0
Battlefield fans rise your hands ✋,Andre,2021-08-25T21:20:09Z,0.241
Stun gravy,BeefyEeffy,2021-08-25T21:07:07Z,0.0
I like how in this one theyre trying to do what they did with battlefield 4 like how the multiplayer maps will have a big event go down that changes the gameplay for the rest of the map and how they used stun graveys rendazooka trickshot from battlefield 4 even the melee is the same in the way you grab the players dog tags when you melee them,Luke Thompson,2021-08-25T20:15:54Z,0.07
0:48 Boston robotics is that You?,Aquiles Castro,2021-08-25T20:13:58Z,0.0
I like how they remasters the rendezook,Brick_ Boy08,2021-08-25T20:07:30Z,0.0
wow,Mud,2021-08-25T19:09:50Z,0.0
How my grandpa went to school as a kid,SeriousSquid17,2021-08-25T19:02:10Z,0.0
No single player? This game already sucks,J D,2021-08-25T18:24:56Z,0.485
The rendazook!!!!!,gecky,2021-08-25T17:54:43Z,0.0
I wish some one would take Twd and do this with it.,Ray Miller,2021-08-25T17:43:26Z,0.0
No specialist soldiers please,Jacob riley,2021-08-25T17:34:59Z,0.338
That trickshot man,amms,2021-08-25T17:20:28Z,0.0
"I love what Dice does with the music for these trailers, basically makes them into battle cries. Like a ""to arms"" and ""fight like you mean it"" its so epic",Chris Young,2021-08-25T15:55:17Z,0.192
came here for the trickshot,Grander Recitation,2021-08-25T14:54:34Z,0.0
I think EA understands now that they should not force the battlefield to move closer to e-sports. Battlefield has always been an entertaining game for players. E-sports is not suitable for battlefields at all,man wacky,2021-08-25T14:32:58Z,0.066
Rendazook baby,BlackKnight 99,2021-08-25T14:25:00Z,0.0
I need to change my pants,Natures Pipes,2021-08-25T13:50:15Z,0.0
Came here from Stun gravy,Eastside_smiley,2021-08-25T13:47:02Z,0.0
I just love how they used kickstart my heart in this trailer,Easy Mode,2021-08-25T13:32:36Z,0.0
That rendezook was epic,RustyX14,2021-08-25T13:19:06Z,0.0
Rendezook is battlefield cannon,Holy Doggo,2021-08-25T13:01:00Z,0.464
"Why do I have a feeling that this version was designed by Indian South Superstar ""Rajnikant"" 🤣🤣🤣",Somsurya Nanda,2021-08-25T12:05:51Z,0.0
need battlefield 2024 mobile game😬,Imran Gaming,2021-08-25T11:52:30Z,0.5
3:16 RENDEZOOK FOREVAAAAA,Hien,2021-08-25T11:25:18Z,0.0
Dice just know how to do a good trailer!!!!,Fruit Tree,2021-08-25T11:11:45Z,0.0
3:05...the best of all times 😎,Tamy D'Roy,2021-08-25T10:47:30Z,0.0
"Keep your Expectations low and you won't be dissapointed, BoI
 -Kratos",Soviet union,2021-08-25T10:20:57Z,0.174
Only about the war? ...,Виталий Семенцов,2021-08-25T09:29:50Z,0.494
"Maybe I'll be your Leader from Russia, and then fly to New York?",Виталий Семенцов,2021-08-25T09:26:25Z,0.0
good  ?,Виталий Семенцов,2021-08-25T08:33:45Z,0.0
activisions pants after this:💩,Wee Todd,2021-08-25T08:32:08Z,0.0
Yo that jet trick shot was a streamers trick shot they animated a trick shot and put it in and when he reacted to his own trick shot in this games reveal he was screaming and crying and he was so happy 😊,mr-tolerant,2021-08-25T08:26:50Z,0.176
27133.36 good price,Виталий Семенцов,2021-08-25T08:24:06Z,0.0
Good ?,Виталий Семенцов,2021-08-25T08:17:23Z,0.0
Or one million rubles,Виталий Семенцов,2021-08-25T08:17:12Z,0.0
Epic moment spotted 3:06,Nishant T.,2021-08-25T08:06:24Z,0.0
Good ?,Виталий Семенцов,2021-08-25T07:34:42Z,0.0
I've watched this like 14 times in the last two days,Toasted_Snipez,2021-08-25T07:33:33Z,0.0
Imagine this game turns out like 5,Daviddank 890,2021-08-25T06:56:58Z,0.0
Yep I’m getting it might as well.  🍻,Solo Dolo,2021-08-25T05:58:17Z,0.0
Can ya make battle field 6 after this battle field and battlefield 6 is the story of the continue of battlefield 4,mouffal,2021-08-25T05:23:16Z,0.375
Still waiting on a Vietnam War game,SlidingBolt223,2021-08-25T05:01:49Z,0.394
Came here for the stun gravy's trick shot,FieLiy,2021-08-25T04:36:12Z,0.146
Watched this just for the Stun Gravy clip,Is 7Up Okay,2021-08-25T03:49:25Z,0.0
"For example like this, or like this.",Виталий Семенцов,2021-08-25T03:48:25Z,0.0
"And what would be the opportunity to switch the mode in a supersonic aircraft, to immortal mode and to normal mode?",Виталий Семенцов,2021-08-25T03:31:22Z,0.0
That is amazing that they included Stun_gravy,Shirley Stevenson,2021-08-25T03:28:07Z,0.0
Yo IT HAS THE T-14 ARMATA,Furious Flamingo,2021-08-25T02:54:35Z,0.0
Honestly you might as well add the terminator and he’ll be like 20 foot tall,Jesse Kelberg,2021-08-25T02:00:28Z,0.0
"Fun fact: If you pause at 3:08, you will notice that it says VMFAT-501 on the side of the F-35B. That is a real United States Marine Corps F-35B Squadron used for training nicknamed the ""Blue Devils"".",GhostPatriot76,2021-08-25T00:46:51Z,0.084
This game looks like you are about to die every five seconds! As soon as you spawn! 🤣,B Dilla,2021-08-24T23:33:21Z,0.134
The last thing I was hoping for was an offline bot mode at least since there was no offline campaign. So sad,J D,2021-08-24T23:29:16Z,0.181
sound engineering on point as always,Andris Slics,2021-08-24T22:13:53Z,0.0
I don't feel very hyped,Chris,2021-08-24T22:10:51Z,0.0
"I never knew an upbeat and energetic song like ""Kickstart my Heart"" could be made to sound so ominous and intimidating.  I've got chills.  The good kind of chills.",Gadget Steelmare,2021-08-24T22:10:14Z,0.15
2:58 wait a minute...,GalaxyCypher,2021-08-24T21:19:24Z,0.0
Yo renedezook was a sick trick shot,sme_bananaz,2021-08-24T21:17:55Z,0.474
Tf when they put Dinergates in BF,Yuu Takemiya,2021-08-24T20:33:16Z,0.0
the first half of this was super cool and realisticish... whyd they gotta make it absurd lol,Michael Werkov,2021-08-24T20:15:51Z,0.0
"How many deaths should we show?
Yes",Anxious,2021-08-24T19:19:29Z,0.0
Cool trailer but not enough bass,Aholf Ditler,2021-08-24T19:15:32Z,0.0
They honoured the 10 yr old trickshot. Im happy,Mark Ottoman,2021-08-24T18:11:48Z,0.0
"Shouldn't trailers show some gameplay, too?",Arthur Valaer,2021-08-24T17:40:16Z,0.0
Is that tornado some kinda fortnite eye of the storm thing?,James Grainger - Classical & Epic Music,2021-08-24T17:23:30Z,0.0
I'm laughing/crying like the pedro pascal in that one gif seeing that rendezook trick shot getting the cinematic treatment. I remember seeing the gif back in the day so many times and I don't even play bf. Amazeing that they did this,Antti Harju,2021-08-24T17:13:29Z,0.072
Incredible..,MEECH IN A DURANGO,2021-08-24T16:34:06Z,0.0
"3:15 





If you know you know :)",Ridzwan bonzou,2021-08-24T14:58:13Z,0.0
Nice,HERYER KARANLIK,2021-08-24T14:56:21Z,0.0
will my old lady pull this game? GTX1080,yakudza229,2021-08-24T14:33:10Z,0.0
More emphasis on real runways and battle tanks?,Виталий Семенцов,2021-08-24T14:07:00Z,0.271
More emphasis on real runways and helicopter gunships?,Виталий Семенцов,2021-08-24T14:06:39Z,0.0
More emphasis on real runways and helicopter gunships?,Виталий Семенцов,2021-08-24T14:06:03Z,0.0
"And what would be possible to control a nuclear missile, across all countries or one country?",Виталий Семенцов,2021-08-24T14:04:59Z,0.0
Like how the little vehicle said something like why walk when you can fly,TheGamingLucario,2021-08-24T14:02:38Z,0.0
"And not in one mission, as games are usually always done, but was it possible in each mission to ride a helicopter and bomb enemy points and the enemy?",Виталий Семенцов,2021-08-24T13:57:14Z,0.347
"And not in one mission, as games are usually always done, but was it possible in each mission to drive a tank and bomb enemy points and the enemy?",Виталий Семенцов,2021-08-24T13:56:36Z,0.347
"And not in one mission, as games usually do, but was it possible in each mission to fly and bomb enemy points and the enemy?",Виталий Семенцов,2021-08-24T13:55:48Z,0.385
"Is it like driving the car yourself, only on a modern 2021 airplane?",Виталий Семенцов,2021-08-24T13:54:06Z,0.0
"Can you make sure that the robots do not fly the planes themselves, but control and shoot them, bomb enemy points and the enemy?",Виталий Семенцов,2021-08-24T13:52:47Z,0.45
bad game copypaster 3 and 4 world baddes battlefields,alex granlund,2021-08-24T13:32:19Z,0.435
I just know EA is going to ruin this.   :'(,Gazza Rover,2021-08-24T13:00:57Z,0.486
I’m here cuz I heard rendezook was featured,Arvee912,2021-08-24T12:31:46Z,0.0
This game looks unreal,Chunterfit,2021-08-24T12:01:31Z,0.0
3:29  after when you are saying your political opinion in the comments section,ᚡᛁᛚᛚᛁᚨᛗ ᛖᚱᛁᚴᛋᛋᛟᚾ,2021-08-24T11:58:17Z,0.0
I am ready to return to this fandom,sticken to commentary,2021-08-24T11:53:00Z,0.0
All the work for nothing if they still won't implement some serious anti-cheat!,Sten,2021-08-24T09:07:54Z,0.0
The guy jumping out of the plane and shooting in the other jet was a real trick shot made 10 years ago in Battlefield 4,subra ru,2021-08-24T08:27:26Z,0.142
Cmon just release this already,Girl world,2021-08-24T08:02:13Z,0.0
Huge respect to Stun Gravy for Rendezook,Havoc,2021-08-24T06:45:41Z,0.0
Fast and furious just gets crazier and crazier,Michael Callahan,2021-08-24T05:35:01Z,0.541
No private servers? Had a feeling not to pre-order.,whatisyour ip,2021-08-24T05:30:37Z,0.206
Oh yeah let’s gooo I heard kickstart my heart by Motley Crue,Prod. EhJay47,2021-08-24T05:25:17Z,0.0
It looks like more of the same. Just video. No game play so who knows what you actually get to do.,Josh Scott,2021-08-24T04:44:54Z,0.171
I'm gonna buy it with a discount,Михаил Балицкий,2021-08-24T04:34:58Z,0.0
shoots the jet with rpg and got back in.. Pre-ordered... Lets Go !!,NakedPeekaBoo,2021-08-24T04:21:16Z,0.0
BEST VIDEO GAME TRAILER EVER ! LETS GOOOOOOO,NakedPeekaBoo,2021-08-24T04:20:43Z,0.0
THIS IS SO DOPE,should I play fanf,2021-08-24T02:36:41Z,0.0
*POV*: your here after the vanguard trailer to cleanse your eyes,Professionally Unprofessional,2021-08-24T02:16:08Z,0.0
Are you seriously turning battlefield into a hero shooter? Come on Dice why are you like this,Ranger501,2021-08-24T00:55:48Z,0.184
Who is who here? Everyone looks the same,Ranger501,2021-08-24T00:52:47Z,0.0
4:01 TRIPLE CAUTION SAMIR! SAMIR PLEASE YOU ARE BREAKING THE CAR LISTEN TO ME!,Olijfboomer,2021-08-23T23:29:19Z,0.0
EPIC!!!!!,ZAINER JUANILLO,2021-08-23T23:04:00Z,0.0
It’s cool but I still prefer the battlefield 1 trailer though. The seven nation army got me so pumped for the game,Alex delaney,2021-08-23T22:42:16Z,0.136
"60 days to go
I will keep coming here in the comments section and saying how many days are left",Pancake starship,2021-08-23T22:41:40Z,0.0
0:13,tutaita 999,2021-08-23T21:34:56Z,0.0
Finally,Boss Dog,2021-08-23T20:33:23Z,0.0
That tornado,Qiuvox,2021-08-23T20:19:02Z,0.0
"I love the game play of Battlefield, but I'd love it more in an open-world environment",Eben Osgood,2021-08-23T20:15:32Z,0.075
WE NED BLACK ZERO EVENT IN BATTLEFIELD (man of steel),Rooftops & Runners,2021-08-23T19:56:34Z,0.27
*RENDEZOOOOOOOOOOOOOK LES GOOOOOOOOOOOOOOOOOOOO*,blessed,2021-08-23T19:54:42Z,0.0
I can literally watch this all day,SMGxEnWHYc46,2021-08-23T19:15:16Z,0.0
Trailer makes the gameplay obsolete.,Sully,2021-08-23T18:46:32Z,0.355
"Just buy the game and don't ask, u will tanks me later!",Gecov Petar,2021-08-23T18:39:53Z,0.0
Lol they actually added rendenzook,Mushroom,2021-08-23T18:22:56Z,0.0
"as awesome as this is, I just hope they don't end up screwing it over",Disaster,2021-08-23T18:21:25Z,0.0
"They advertised the so called ""Irish skin"" add-on with the model of a black guy lol. Cultural appropriation much?",ChErRy NuTz,2021-08-23T18:15:07Z,0.0
"Good looking game, I hope. Just preordered it!",Razz 36,2021-08-23T17:37:11Z,0.0
fdd,Ashys,2021-08-23T17:31:44Z,0.0
3:17 that’s a trick shot from Stunt gravy from like 10 years ago,Brett Parker98,2021-08-23T17:25:57Z,0.082
I want to pre order so bad but after cyberpunk i dont think i can ever touch that button,GalaxyBear,2021-08-23T17:18:06Z,0.131
Music hits so hard in this,Magic Magpie,2021-08-23T16:54:07Z,0.272
GTA online doomsday heist but better,kakh 444,2021-08-23T16:41:07Z,0.234
RENDEZOOK!,umrete,2021-08-23T16:27:06Z,0.0
"The game does look amazing, and a lot of fun but I ain't paying full price for a ""multiplayer only"" game without campaign. Did it with the first EA Star Wars Battlefront and I totally regret it.
And starting a multiplayer FPS later on when everyone has the best guns and knows the maps like the palm of their hands is a painfull experience. I'm gonna skip this one out.",andrefcnc,2021-08-23T15:30:23Z,0.134
I ❤  The organic views of 2042,NinoSniper,2021-08-23T14:16:15Z,0.0
SICCKKKK BROO GOTTA CHECK IT OUT,A Tasty Apple,2021-08-23T13:16:04Z,0.0
"People in USA: Tornadoes 😳😳😳🏃🏃🏃🏃🏃🏃
 rest of the world : Whats that 😳😳😳",ManiKanta,2021-08-23T13:00:46Z,0.0
It's like seeing future,Player x,2021-08-23T12:44:30Z,0.0
When Canada crosses the the boarder and you get this mess,chief,2021-08-23T12:36:20Z,0.223
"4:24 little car sign says ""Why walk when you can FLY"".",R J,2021-08-23T11:49:18Z,0.0
"Everyone: Wow look at the advanced weaponry and amazing graphics!

Me: I C E   T O N K",Nick Mark,2021-08-23T10:51:04Z,0.074
I can't wait for bf40k,Maupajoke,2021-08-23T10:08:34Z,0.0
3:17 actually tricksshot from gamer's 10 years ago,Banqkai Qai,2021-08-23T09:52:10Z,0.0
Okay now I want to play battlefield,Bart Barnett,2021-08-23T09:50:29Z,0.232
the actual game will never be this exciting,Tony Pepperoni,2021-08-23T07:38:15Z,0.0
Phone games be like,Gavan Ransom,2021-08-23T07:09:42Z,0.0
This is terrible... It's just the horrors of war in one traumatizing trailer,Kaiser,2021-08-23T06:44:04Z,0.609
"Me: man I wonder what the campaign-
EA: NO",butterss,2021-08-23T06:27:04Z,0.268
I want to see somebody recreate the trailers events when the games out,Porgu,2021-08-23T06:01:34Z,0.0
"Just had to come back and watch this master piece. 
Especially since the game developers paid omage to stun_gravy haha love it",junior guevara,2021-08-23T05:56:12Z,0.0
I’m here for STUN GRAVY,Charlie1221,2021-08-23T04:34:05Z,0.0
Please be on game pass,Ty,2021-08-23T03:52:28Z,0.0
"This was epic, can't wait for the launch",tamtam TAM ?,2021-08-23T01:43:08Z,0.0
THE RENDEZOOK,MiFeLa,2021-08-23T01:16:13Z,0.0
Ever wonder who was the guy that was on the enemy jet?😅,Pablo Rivera,2021-08-23T01:14:45Z,0.175
"Good boy, Spot.",Brandon RH,2021-08-23T00:23:15Z,0.0
:),I comment anything to support,2021-08-22T23:56:42Z,0.0
:),I comment anything to support,2021-08-22T23:56:34Z,0.0
"2:59 This is what am here for..
since it actually heppened",HappyStalkers,2021-08-22T22:54:51Z,0.0
This is gonna be the year for BF,Patrick Nielsen,2021-08-22T22:46:00Z,0.0
The jet trickshot gave me goosebumps,Jonah Sternweiler,2021-08-22T22:39:38Z,0.0
You deserve that gravy you really do,yeet,2021-08-22T21:09:11Z,0.0
""" my hype is beyond ur understanding ""

- probably all of us rn",Goki 🔥,2021-08-22T20:34:31Z,0.0
Just got back from the vanguard alpha trailer and wanted to clean my eyes out,Chris B,2021-08-22T20:26:26Z,0.0
"For the love of god Please .. please DON""T MAKE THIS GAME BECOME PAY TO WIN!",Sonic The Hedgehog,2021-08-22T20:12:24Z,0.077
Gonna be the greatest battlefield game,itsmdm,2021-08-22T19:26:57Z,0.241
"One bad thing about the game is that old Gen console(ps4, Xbox one) can't play with new Gen and pc, that is really annoying",hecker,2021-08-22T19:21:26Z,0.289
Gives me battlefield 3 vibes,J.OneTheOfficial,2021-08-22T19:02:07Z,0.394
Looks great,CeleritasOld,2021-08-22T18:46:18Z,0.0
"Honestly Vanguard and Bf6 both look awesome, let's hope they're actually good as the trailers. Wich most of the time isn't the case.",hecker,2021-08-22T18:36:22Z,0.0
But.... who brought a four wheeler up to the roof?,Nick Levesque,2021-08-22T18:16:38Z,0.0
The fact they added Stun_Gravy’s trickshot was amazing 3:08,Jenko,2021-08-22T17:54:27Z,0.0
It’s been 10 years since we’ve seen that trick shot,Ryan S,2021-08-22T17:36:54Z,0.118
Battlefield just does things right,Raye’Lin Walton,2021-08-22T17:30:25Z,0.394
Only the reals know the part starting at like 3:20.,Tyler Linville,2021-08-22T17:29:06Z,0.0
I love how they honour Stun_Gravy in this trailer. It shows they really care for their community!,Assault 67,2021-08-22T15:34:24Z,0.0
Bro props to them for including the stun gravy’s rendezook trick shot,Pete The Rock,2021-08-22T15:28:36Z,0.098
"Mf pulled out a rocket launcher mid eject and then landed back in his plane,  he built way different",Cody Eastwood,2021-08-22T15:21:15Z,0.0
What happened? They couldn't get permission from Motley Crue. For the rights of Kickstart My Heart. So instead they make this orchestical version.,Snicket,2021-08-22T14:50:00Z,0.0
3:18 battlefield 4trickshot,hemakothong,2021-08-22T14:49:05Z,0.565
did anyone make it to the jet man scene or it's just me,Ace Vid,2021-08-22T14:17:55Z,0.0
i want this i love your games,Ace Vid,2021-08-22T14:15:07Z,0.0
3:05 legendary moment,• Togas Mask •,2021-08-22T14:13:22Z,0.0
Fun fact the jet part was an actual trick shot that was made 10 years ago,King Sabi-G,2021-08-22T14:04:11Z,0.065
"""Goosebumps""..anytime you watch it..Rendezooooook",Nihal Gogoi,2021-08-22T13:54:18Z,0.0
"This game is going to be awesome but no matter what anyone says, You can not and will not beat the maps from BF 3",Aaron Smith,2021-08-22T13:53:25Z,0.042
Why am I exited for a game that i can't even play 🤔,spectre,2021-08-22T13:50:01Z,0.135
Not a fan,Mister Moose,2021-08-22T13:31:59Z,0.495
Goosebumps watching this...,Teletubbietoetje,2021-08-22T13:27:55Z,0.0
The number of failed rendezook uhu... epic,BAa,2021-08-22T13:01:11Z,0.344
The only complaint I have is a lack of a single player campaign. The last good one was 3.,Ryan Dooley,2021-08-22T12:08:42Z,0.192
The amount of iconic memes in this trailer is higher than my iq,Red Star,2021-08-22T11:52:37Z,0.0
They put the rendezook in the trailer XD,Iroh,2021-08-22T11:06:14Z,0.0
3:16 is a tribute to a very special player,That Dragon,2021-08-22T10:39:16Z,0.0
The tornado part is a little random for sure.,Scenic Depictions of Chicago Life,2021-08-22T10:38:52Z,0.0
"Battlefield 2042 is better than Battlefield 2142
CHANGE MY MIND",tankman gaming 🗿,2021-08-22T09:35:10Z,0.344
Why walk when you can fly,Manish Malhotra,2021-08-22T09:17:44Z,0.0
This trailer is better than the Vanguard Schmanguard reveal,Chiimu Mango,2021-08-22T09:15:57Z,0.0
1:46 That penguin is Roald from Animal Crossing and you can't change my mind,Chiimu Mango,2021-08-22T09:14:33Z,0.0
3:07 is where the developers honor a trickshotter,DoomKnight,2021-08-22T07:48:58Z,0.0
"4:02 bunch of white people, Korean sign, Tuktuk and a hurricane. Very unique combination.",Mr j,2021-08-22T07:45:36Z,0.0
3:10 this trickshot happened 10 years ago by stun_gravy,Mongolian V1nce,2021-08-22T07:40:34Z,0.0
Who else thinks vanguard is trash compared to Battlefield,Spectrum Horizon,2021-08-22T07:18:05Z,0.245
3:04 The Trickshot...,Jhon Kenneith Magno,2021-08-22T06:50:03Z,0.0
"The fighter jet trick shot is giving me a goosebumps... Great trailer, respect developer",Andi Azril Averosh Amarala,2021-08-22T06:35:15Z,0.056
I came here because of that jet plane trickshot from stun_gravy,No. 2,2021-08-22T06:14:01Z,0.0
Bad Company 3 when,Fanbat,2021-08-22T06:09:20Z,0.538
Looks spectacular in teh trailor but I presume its the same as usual (which is very good) plus new graphics levels weapons? So basically the same thing again?,anon ymous,2021-08-22T05:16:35Z,0.112
I come here to see rendezook,Adam Mukhriz,2021-08-22T04:53:45Z,0.0
Rip hit by the bell 6 lmfao,AstroIsEpic,2021-08-22T04:50:32Z,0.0
The quality,AstroIsEpic,2021-08-22T04:49:44Z,0.0
Is it going to be a battleroyal?,Iron Front,2021-08-22T04:47:15Z,0.0
I'm here for the Rendezook,Aqil Munawar,2021-08-22T04:11:16Z,0.0
When will VR get to this level...,Zero Zone,2021-08-22T03:58:45Z,0.0
Who all came bc of stun_gravy trick shot?,Mocha,2021-08-22T03:29:26Z,0.146
Is it only multiplayer,GamePlay,2021-08-22T02:18:31Z,0.0
INCREIBLE,diogo lepratti,2021-08-22T01:44:01Z,0.0
Don't let the Trailers Fool you Ppl even tho Vanguard Hasn't had any hype or Been excited about like Battlefield,OP Mr Creamy,2021-08-22T01:27:27Z,0.208
Bro they honored stun_gravy,V0IDWALK3R 1563,2021-08-22T00:21:23Z,0.0
I hope there is map destruction. If there is this game is sold.,Spider-Prime,2021-08-22T00:01:24Z,0.21
Stun curry was the creator of the jump out of jet trick,jellyboi,2021-08-21T23:51:08Z,0.098
"This game is about to rock vanguards world, it ain't got nothing on this trailer!",Zyeikobu,2021-08-21T23:34:24Z,0.0
arma3,Hansestad The great,2021-08-21T22:38:53Z,0.0
3:15 one of the best Trick shots in battle Field history.,Darshan Solanki,2021-08-21T22:24:07Z,0.237
I love how they actually added the trickshot!,randomolly,2021-08-21T22:21:42Z,0.0
"Dude, they copied the thing about wing suits and tornadoes from Just Cause 4.",Greg Greg,2021-08-21T21:41:26Z,0.0
"No way, ice couldn't exist in 2042",Beanis Beanis,2021-08-21T21:21:27Z,0.268
"Holy... keeping the breath for 4m59s, new record ;)",Pumpelche,2021-08-21T19:46:22Z,0.0
3:14 not all trailers has to be realistic,CHAOSWARRIORR,2021-08-21T19:13:47Z,0.0
This is BF3 & BF4 on steroids with favorite maps in the future with amazing graphics! Take all of my money!!,Hector,2021-08-21T18:53:46Z,0.0
operation popeye vibes at the end,MeinAufschnitt,2021-08-21T18:49:05Z,0.0
"Kickstart my Heart by Mötley Crüe would be 53 years in 2042…

That’s like putting Fortunate Son in a war game that takes place in 2021",CRYP TO,2021-08-21T17:47:43Z,0.11
"Battlefield games are only for hackers XD .. Everything looks col until you start playing ... wish there were less hackers
every single match it's hackers vs hackers for so long ..",Classified006,2021-08-21T17:47:26Z,0.066
The JET scene at 2:59 is real,The DOC,2021-08-21T17:04:45Z,0.0
"Hey that robot looks like the one from Boston dynamics, that's scary tbh",lxNG Sword Kr33per,2021-08-21T17:02:10Z,0.18
"With the lore out, this trailer suddenly makes more sense",Palmerthemedic,2021-08-21T16:27:30Z,0.0
RENDEZOOK!,rock3rzz,2021-08-21T15:20:32Z,0.0
Vehicle warfare,Rob Mac,2021-08-21T13:14:20Z,0.688
You won my money just with this trailer. I'm so excited!,Akashi,2021-08-21T12:56:33Z,0.0
A Youtube Story Brought Me Here Beacuse Of The Jet Trickshot,Sussy Baka,2021-08-21T12:01:40Z,0.0
Man stun_gravy Is a legend look at he's trick shot in the trailer,Kolokoy Garsia,2021-08-21T11:59:23Z,0.091
"They got tornado in the game, that is how you know it's going to be heat.🔥🔥🔥",Montryll Willis,2021-08-21T11:59:10Z,0.31
Lit,Tyler Pacheco,2021-08-21T11:47:13Z,0.0
They actually put the Rendezook in the trailer … Knowing the Dev’s have acknowledged stun_gravy’s creation as a part of history makes me so happy,J. O. D,2021-08-21T11:28:25Z,0.0
"Tesla, invest in it",Valu,2021-08-21T10:47:48Z,0.0
Fun fact: you saw this after you saw a Russian guy react to it,Tamy Yammy,2021-08-21T10:08:33Z,0.0
"""""""""Someone who had accidentally found this channel and now addicted to this channel 💚💗""'""""",Winty gaming,2021-08-21T10:04:37Z,0.094
Am i the only one here to check out the stun gravy scene?🔥🔥🔥,Lubaib,2021-08-21T09:25:30Z,0.356
I love that the developers put the Rendezook in the trailer,A Slightly Annoyed Guy,2021-08-21T08:39:43Z,0.0
